'Elapsed time','ECG'
496.592,-0.400
496.596,-0.355
496.600,-0.310
496.604,-0.220
496.608,-0.120
496.612,-0.065
496.616,-0.040
496.620,0.025
496.624,0.075
496.628,0.090
496.632,0.075
496.636,0.090
496.640,0.115
496.644,0.110
496.648,0.080
496.652,0.090
496.656,0.110
496.660,0.110
496.664,0.090
496.668,0.075
496.672,0.100
496.676,0.105
496.680,0.105
496.684,0.095
496.688,0.130
496.692,0.150
496.696,0.145
496.700,0.135
496.704,0.175
496.708,0.205
496.712,0.210
496.716,0.195
496.720,0.230
496.724,0.275
496.728,0.290
496.732,0.280
496.736,0.315
496.740,0.350
496.744,0.360
496.748,0.345
496.752,0.360
496.756,0.390
496.760,0.400
496.764,0.370
496.768,0.370
496.772,0.390
496.776,0.395
496.780,0.380
496.784,0.360
496.788,0.370
496.792,0.370
496.796,0.355
496.800,0.320
496.804,0.325
496.808,0.335
496.812,0.315
496.816,0.275
496.820,0.285
496.824,0.305
496.828,0.290
496.832,0.255
496.836,0.255
496.840,0.275
496.844,0.265
496.848,0.230
496.852,0.235
496.856,0.250
496.860,0.240
496.864,0.215
496.868,0.205
496.872,0.220
496.876,0.225
496.880,0.210
496.884,0.195
496.888,0.215
496.892,0.225
496.896,0.210
496.900,0.180
496.904,0.200
496.908,0.220
496.912,0.205
496.916,0.170
496.920,0.190
496.924,0.210
496.928,0.195
496.932,0.160
496.936,0.175
496.940,0.190
496.944,0.185
496.948,0.155
496.952,0.155
496.956,0.175
496.960,0.175
496.964,0.150
496.968,0.135
496.972,0.155
496.976,0.175
496.980,0.165
496.984,0.150
496.988,0.170
496.992,0.185
496.996,0.175
497.000,0.160
497.004,0.190
497.008,0.220
497.012,0.245
497.016,0.280
497.020,0.385
497.024,0.530
497.028,0.665
497.032,0.770
497.036,0.870
497.040,0.950
497.044,0.945
497.048,0.925
497.052,0.980
497.056,1.095
497.060,1.165
497.064,1.155
497.068,1.090
497.072,1.060
497.076,1.060
497.080,1.070
497.084,1.050
497.088,1.020
497.092,0.890
497.096,0.755
497.100,0.690
497.104,0.650
497.108,0.615
497.112,0.580
497.116,0.560
497.120,0.585
497.124,0.575
497.128,0.560
497.132,0.475
497.136,0.395
497.140,0.315
497.144,0.165
497.148,-0.030
497.152,-0.125
497.156,-0.150
497.160,-0.180
497.164,-0.245
497.168,-0.300
497.172,-0.305
497.176,-0.280
497.180,-0.285
497.184,-0.300
497.188,-0.280
497.192,-0.280
497.196,-0.300
497.200,-0.330
497.204,-0.310
497.208,-0.295
497.212,-0.310
497.216,-0.340
497.220,-0.325
497.224,-0.305
497.228,-0.315
497.232,-0.345
497.236,-0.330
497.240,-0.295
497.244,-0.285
497.248,-0.295
497.252,-0.280
497.256,-0.240
497.260,-0.225
497.264,-0.220
497.268,-0.215
497.272,-0.175
497.276,-0.155
497.280,-0.150
497.284,-0.160
497.288,-0.130
497.292,-0.115
497.296,-0.110
497.300,-0.125
497.304,-0.090
497.308,-0.055
497.312,-0.045
497.316,-0.040
497.320,0.035
497.324,0.100
497.328,0.140
497.332,0.180
497.336,0.270
497.340,0.360
497.344,0.420
497.348,0.445
497.352,0.510
497.356,0.600
497.360,0.650
497.364,0.665
497.368,0.705
497.372,0.775
497.376,0.840
497.380,0.875
497.384,0.880
497.388,0.900
497.392,0.930
497.396,0.955
497.400,0.955
497.404,0.975
497.408,0.990
497.412,0.950
497.416,0.865
497.420,0.795
497.424,0.710
497.428,0.595
497.432,0.485
497.436,0.425
497.440,0.340
497.444,0.195
497.448,0.030
497.452,-0.110
497.456,-0.190
497.460,-0.260
497.464,-0.365
497.468,-0.460
497.472,-0.535
497.476,-0.620
497.480,-0.685
497.484,-0.735
497.488,-0.720
497.492,-0.720
497.496,-0.750
497.500,-0.780
497.504,-0.755
497.508,-0.720
497.512,-0.690
497.516,-0.690
497.520,-0.660
497.524,-0.605
497.528,-0.560
497.532,-0.545
497.536,-0.490
497.540,-0.430
497.544,-0.400
497.548,-0.395
497.552,-0.335
497.556,-0.260
497.560,-0.220
497.564,-0.215
497.568,-0.180
497.572,-0.115
497.576,-0.055
497.580,-0.035
497.584,0.020
497.588,0.125
497.592,0.230
497.596,0.320
497.600,0.415
497.604,0.530
497.608,0.605
497.612,0.640
497.616,0.650
497.620,0.710
497.624,0.800
497.628,0.875
497.632,0.920
497.636,0.960
497.640,0.980
497.644,0.960
497.648,0.920
497.652,0.935
497.656,1.005
497.660,1.020
497.664,0.970
497.668,0.940
497.672,0.945
497.676,0.940
497.680,0.940
497.684,0.925
497.688,0.920
497.692,0.895
497.696,0.845
497.700,0.810
497.704,0.820
497.708,0.790
497.712,0.700
497.716,0.550
497.720,0.435
497.724,0.310
497.728,0.180
497.732,0.045
497.736,-0.100
497.740,-0.245
497.744,-0.410
497.748,-0.585
497.752,-0.720
497.756,-0.805
497.760,-0.845
497.764,-0.865
497.768,-0.840
497.772,-0.765
497.776,-0.700
497.780,-0.670
497.784,-0.640
497.788,-0.595
497.792,-0.545
497.796,-0.540
497.800,-0.545
497.804,-0.505
497.808,-0.480
497.812,-0.485
497.816,-0.470
497.820,-0.375
497.824,-0.280
497.828,-0.225
497.832,-0.195
497.836,-0.125
497.840,-0.035
497.844,0.050
497.848,0.090
497.852,0.170
497.856,0.260
497.860,0.335
497.864,0.365
497.868,0.410
497.872,0.475
497.876,0.530
497.880,0.585
497.884,0.645
497.888,0.720
497.892,0.775
497.896,0.795
497.900,0.770
497.904,0.775
497.908,0.785
497.912,0.790
497.916,0.760
497.920,0.795
497.924,0.820
497.928,0.795
497.932,0.760
497.936,0.755
497.940,0.730
497.944,0.655
497.948,0.550
497.952,0.480
497.956,0.415
497.960,0.335
497.964,0.225
497.968,0.125
497.972,0.050
497.976,-0.040
497.980,-0.120
497.984,-0.175
497.988,-0.180
497.992,-0.195
497.996,-0.275
498.000,-0.365
498.004,-0.410
498.008,-0.460
498.012,-0.545
498.016,-0.640
498.020,-0.730
498.024,-0.825
498.028,-0.940
498.032,-1.075
498.036,-1.140
498.040,-1.115
498.044,-1.060
498.048,-0.975
498.052,-0.825
498.056,-0.655
498.060,-0.525
498.064,-0.440
498.068,-0.345
498.072,-0.250
498.076,-0.210
498.080,-0.200
498.084,-0.210
498.088,-0.185
498.092,-0.170
498.096,-0.170
498.100,-0.160
498.104,-0.075
498.108,0.020
498.112,0.065
498.116,0.105
498.120,0.190
498.124,0.280
498.128,0.340
498.132,0.365
498.136,0.425
498.140,0.485
498.144,0.540
498.148,0.575
498.152,0.640
498.156,0.735
498.160,0.810
498.164,0.860
498.168,0.935
498.172,1.025
498.176,1.040
498.180,1.015
498.184,0.950
498.188,0.915
498.192,0.880
498.196,0.820
498.200,0.785
498.204,0.795
498.208,0.660
498.212,0.415
498.216,0.150
498.220,-0.090
498.224,-0.260
498.228,-0.390
498.232,-0.520
498.236,-0.620
498.240,-0.680
498.244,-0.705
498.248,-0.725
498.252,-0.710
498.256,-0.695
498.260,-0.715
498.264,-0.750
498.268,-0.785
498.272,-0.805
498.276,-0.835
498.280,-0.885
498.284,-0.945
498.288,-0.950
498.292,-0.955
498.296,-0.980
498.300,-0.995
498.304,-0.950
498.308,-0.905
498.312,-0.865
498.316,-0.840
498.320,-0.755
498.324,-0.660
498.328,-0.610
498.332,-0.590
498.336,-0.540
498.340,-0.480
498.344,-0.435
498.348,-0.405
498.352,-0.340
498.356,-0.260
498.360,-0.205
498.364,-0.170
498.368,-0.080
498.372,0.055
498.376,0.195
498.380,0.330
498.384,0.455
498.388,0.595
498.392,0.720
498.396,0.805
498.400,0.885
498.404,1.005
498.408,1.085
498.412,1.110
498.416,1.125
498.420,1.195
498.424,1.270
498.428,1.300
498.432,1.310
498.436,1.350
498.440,1.365
498.444,1.315
498.448,1.250
498.452,1.215
498.456,1.180
498.460,1.130
498.464,1.050
498.468,0.945
498.472,0.875
498.476,0.785
498.480,0.680
498.484,0.595
498.488,0.545
498.492,0.470
498.496,0.350
498.500,0.215
498.504,0.120
498.508,0.015
498.512,-0.110
498.516,-0.235
498.520,-0.310
498.524,-0.375
498.528,-0.435
498.532,-0.515
498.536,-0.555
498.540,-0.585
498.544,-0.625
498.548,-0.700
498.552,-0.735
498.556,-0.760
498.560,-0.810
498.564,-0.875
498.568,-0.890
498.572,-0.850
498.576,-0.805
498.580,-0.780
498.584,-0.740
498.588,-0.670
498.592,-0.630
498.596,-0.620
498.600,-0.630
498.604,-0.600
498.608,-0.570
498.612,-0.560
498.616,-0.545
498.620,-0.490
498.624,-0.415
498.628,-0.380
498.632,-0.350
498.636,-0.270
498.640,-0.180
498.644,-0.135
498.648,-0.115
498.652,-0.050
498.656,0.035
498.660,0.085
498.664,0.115
498.668,0.170
498.672,0.255
498.676,0.300
498.680,0.300
498.684,0.290
498.688,0.340
498.692,0.390
498.696,0.465
498.700,0.550
498.704,0.680
498.708,0.820
498.712,0.925
498.716,1.030
498.720,1.185
498.724,1.330
498.728,1.435
498.732,1.475
498.736,1.500
498.740,1.440
498.744,1.340
498.748,1.235
498.752,1.165
498.756,1.115
498.760,1.035
498.764,0.890
498.768,0.775
498.772,0.715
498.776,0.670
498.780,0.605
498.784,0.520
498.788,0.445
498.792,0.320
498.796,0.140
498.800,-0.055
498.804,-0.160
498.808,-0.245
498.812,-0.320
498.816,-0.380
498.820,-0.380
498.824,-0.385
498.828,-0.420
498.832,-0.465
498.836,-0.470
498.840,-0.480
498.844,-0.505
498.848,-0.525
498.852,-0.495
498.856,-0.440
498.860,-0.400
498.864,-0.395
498.868,-0.370
498.872,-0.320
498.876,-0.305
498.880,-0.320
498.884,-0.330
498.888,-0.330
498.892,-0.350
498.896,-0.380
498.900,-0.400
498.904,-0.360
498.908,-0.320
498.912,-0.295
498.916,-0.285
498.920,-0.220
498.924,-0.140
498.928,-0.080
498.932,-0.050
498.936,0.020
498.940,0.070
498.944,0.110
498.948,0.140
498.952,0.210
498.956,0.280
498.960,0.315
498.964,0.320
498.968,0.370
498.972,0.440
498.976,0.490
498.980,0.525
498.984,0.585
498.988,0.675
498.992,0.770
498.996,0.850
499.000,0.940
499.004,1.070
499.008,1.190
499.012,1.245
499.016,1.270
499.020,1.325
499.024,1.355
499.028,1.310
499.032,1.225
499.036,1.180
499.040,1.140
499.044,1.070
499.048,0.970
499.052,0.910
499.056,0.865
499.060,0.790
499.064,0.705
499.068,0.645
499.072,0.610
499.076,0.575
499.080,0.505
499.084,0.415
499.088,0.365
499.092,0.320
499.096,0.250
499.100,0.095
499.104,-0.045
499.108,-0.180
499.112,-0.305
499.116,-0.405
499.120,-0.440
499.124,-0.460
499.128,-0.500
499.132,-0.540
499.136,-0.525
499.140,-0.540
499.144,-0.600
499.148,-0.675
499.152,-0.685
499.156,-0.700
499.160,-0.730
499.164,-0.765
499.168,-0.750
499.172,-0.715
499.176,-0.710
499.180,-0.725
499.184,-0.715
499.188,-0.670
499.192,-0.640
499.196,-0.630
499.200,-0.620
499.204,-0.565
499.208,-0.500
499.212,-0.465
499.216,-0.465
499.220,-0.400
499.224,-0.320
499.228,-0.285
499.232,-0.255
499.236,-0.170
499.240,-0.085
499.244,-0.030
499.248,0.020
499.252,0.105
499.256,0.195
499.260,0.275
499.264,0.355
499.268,0.440
499.272,0.550
499.276,0.670
499.280,0.760
499.284,0.900
499.288,1.070
499.292,1.180
499.296,1.200
499.300,1.160
499.304,1.130
499.308,1.095
499.312,1.060
499.316,1.015
499.320,1.015
499.324,0.970
499.328,0.885
499.332,0.765
499.336,0.690
499.340,0.640
499.344,0.580
499.348,0.465
499.352,0.380
499.356,0.315
499.360,0.235
499.364,0.130
499.368,0.050
499.372,-0.025
499.376,-0.105
499.380,-0.200
499.384,-0.265
499.388,-0.295
499.392,-0.330
499.396,-0.365
499.400,-0.405
499.404,-0.410
499.408,-0.445
499.412,-0.505
499.416,-0.570
499.420,-0.560
499.424,-0.525
499.428,-0.525
499.432,-0.530
499.436,-0.500
499.440,-0.470
499.444,-0.475
499.448,-0.485
499.452,-0.420
499.456,-0.345
499.460,-0.295
499.464,-0.265
499.468,-0.205
499.472,-0.130
499.476,-0.060
499.480,0.015
499.484,0.070
499.488,0.100
499.492,0.095
499.496,0.070
499.500,0.000
499.504,-0.040
499.508,-0.040
499.512,-0.050
499.516,-0.050
499.520,0.035
499.524,0.125
499.528,0.200
499.532,0.240
499.536,0.345
499.540,0.470
499.544,0.570
499.548,0.635
499.552,0.760
499.556,0.865
499.560,0.915
499.564,0.920
499.568,0.920
499.572,0.905
499.576,0.835
499.580,0.715
499.584,0.620
499.588,0.575
499.592,0.540
499.596,0.480
499.600,0.400
499.604,0.345
499.608,0.250
499.612,0.115
499.616,0.010
499.620,-0.070
499.624,-0.145
499.628,-0.260
499.632,-0.375
499.636,-0.440
499.640,-0.455
499.644,-0.480
499.648,-0.525
499.652,-0.530
499.656,-0.525
499.660,-0.545
499.664,-0.590
499.668,-0.605
499.672,-0.605
499.676,-0.620
499.680,-0.650
499.684,-0.665
499.688,-0.640
499.692,-0.625
499.696,-0.620
499.700,-0.625
499.704,-0.585
499.708,-0.525
499.712,-0.465
499.716,-0.410
499.720,-0.295
499.724,-0.205
499.728,-0.140
499.732,-0.100
499.736,0.000
499.740,0.090
499.744,0.155
499.748,0.200
499.752,0.275
499.756,0.375
499.760,0.450
499.764,0.475
499.768,0.520
499.772,0.550
499.776,0.530
499.780,0.470
499.784,0.415
499.788,0.365
499.792,0.295
499.796,0.235
499.800,0.210
499.804,0.230
499.808,0.275
499.812,0.320
499.816,0.395
499.820,0.535
499.824,0.695
499.828,0.840
499.832,0.895
499.836,0.970
499.840,1.035
499.844,1.020
499.848,0.915
499.852,0.815
499.856,0.740
499.860,0.660
499.864,0.570
499.868,0.510
499.872,0.500
499.876,0.440
499.880,0.335
499.884,0.275
499.888,0.255
499.892,0.210
499.896,0.160
499.900,0.115
499.904,0.105
499.908,0.060
499.912,-0.045
499.916,-0.175
499.920,-0.275
499.924,-0.370
499.928,-0.465
499.932,-0.580
499.936,-0.625
499.940,-0.675
499.944,-0.705
499.948,-0.725
499.952,-0.680
499.956,-0.640
499.960,-0.625
499.964,-0.630
499.968,-0.590
499.972,-0.525
499.976,-0.470
499.980,-0.435
499.984,-0.350
499.988,-0.210
499.992,-0.110
499.996,-0.050
500.000,0.035
500.004,0.120
500.008,0.205
500.012,0.265
500.016,0.315
500.020,0.400
500.024,0.485
500.028,0.540
500.032,0.585
500.036,0.665
500.040,0.740
500.044,0.780
500.048,0.775
500.052,0.795
500.056,0.815
500.060,0.795
500.064,0.750
500.068,0.700
500.072,0.670
500.076,0.630
500.080,0.595
500.084,0.605
500.088,0.675
500.092,0.735
500.096,0.785
500.100,0.820
500.104,0.850
500.108,0.820
500.112,0.740
500.116,0.630
500.120,0.570
500.124,0.520
500.128,0.460
500.132,0.385
500.136,0.340
500.140,0.290
500.144,0.225
500.148,0.135
500.152,0.100
500.156,0.085
500.160,0.050
500.164,-0.020
500.168,-0.045
500.172,-0.055
500.176,-0.080
500.180,-0.135
500.184,-0.180
500.188,-0.230
500.192,-0.315
500.196,-0.460
500.200,-0.580
500.204,-0.625
500.208,-0.630
500.212,-0.665
500.216,-0.690
500.220,-0.675
500.224,-0.665
500.228,-0.685
500.232,-0.720
500.236,-0.705
500.240,-0.680
500.244,-0.665
500.248,-0.640
500.252,-0.560
500.256,-0.445
500.260,-0.360
500.264,-0.300
500.268,-0.210
500.272,-0.100
500.276,-0.020
500.280,0.035
500.284,0.085
500.288,0.160
500.292,0.215
500.296,0.255
500.300,0.295
500.304,0.390
500.308,0.475
500.312,0.515
500.316,0.515
500.320,0.570
500.324,0.610
500.328,0.620
500.332,0.585
500.336,0.595
500.340,0.605
500.344,0.595
500.348,0.545
500.352,0.545
500.356,0.610
500.360,0.655
500.364,0.675
500.368,0.775
500.372,0.880
500.376,0.890
500.380,0.830
500.384,0.750
500.388,0.645
500.392,0.535
500.396,0.455
500.400,0.410
500.404,0.395
500.408,0.350
500.412,0.300
500.416,0.240
500.420,0.210
500.424,0.195
500.428,0.175
500.432,0.140
500.436,0.140
500.440,0.140
500.444,0.075
500.448,0.020
500.452,0.020
500.456,0.000
500.460,-0.145
500.464,-0.310
500.468,-0.425
500.472,-0.485
500.476,-0.525
500.480,-0.560
500.484,-0.560
500.488,-0.520
500.492,-0.480
500.496,-0.460
500.500,-0.455
500.504,-0.420
500.508,-0.380
500.512,-0.355
500.516,-0.325
500.520,-0.240
500.524,-0.155
500.528,-0.075
500.532,0.000
500.536,0.095
500.540,0.185
500.544,0.260
500.548,0.310
500.552,0.370
500.556,0.440
500.560,0.485
500.564,0.500
500.568,0.565
500.572,0.655
500.576,0.725
500.580,0.740
500.584,0.770
500.588,0.835
500.592,0.860
500.596,0.865
500.600,0.870
500.604,0.870
500.608,0.845
500.612,0.770
500.616,0.710
500.620,0.690
500.624,0.660
500.628,0.605
500.632,0.585
500.636,0.600
500.640,0.610
500.644,0.590
500.648,0.535
500.652,0.500
500.656,0.435
500.660,0.315
500.664,0.175
500.668,0.095
500.672,0.095
500.676,0.115
500.680,0.090
500.684,0.040
500.688,0.015
500.692,-0.035
500.696,-0.080
500.700,-0.130
500.704,-0.140
500.708,-0.185
500.712,-0.260
500.716,-0.340
500.720,-0.365
500.724,-0.400
500.728,-0.450
500.732,-0.530
500.736,-0.550
500.740,-0.560
500.744,-0.585
500.748,-0.610
500.752,-0.575
500.756,-0.550
500.760,-0.540
500.764,-0.545
500.768,-0.515
500.772,-0.450
500.776,-0.395
500.780,-0.355
500.784,-0.270
500.788,-0.165
500.792,-0.075
500.796,0.000
500.800,0.075
500.804,0.175
500.808,0.255
500.812,0.305
500.816,0.330
500.820,0.380
500.824,0.455
500.828,0.515
500.832,0.540
500.836,0.615
500.840,0.700
500.844,0.745
500.848,0.765
500.852,0.835
500.856,0.865
500.860,0.840
500.864,0.785
500.868,0.755
500.872,0.715
500.876,0.650
500.880,0.575
500.884,0.535
500.888,0.515
500.892,0.430
500.896,0.370
500.900,0.365
500.904,0.400
500.908,0.480
500.912,0.520
500.916,0.485
500.920,0.445
500.924,0.340
500.928,0.220
500.932,0.100
500.936,0.045
500.940,0.030
500.944,-0.025
500.948,-0.095
500.952,-0.110
500.956,-0.120
500.960,-0.195
500.964,-0.305
500.968,-0.370
500.972,-0.385
500.976,-0.420
500.980,-0.495
500.984,-0.520
500.988,-0.495
500.992,-0.490
500.996,-0.510
501.000,-0.505
501.004,-0.490
501.008,-0.470
501.012,-0.450
501.016,-0.440
501.020,-0.395
501.024,-0.330
501.028,-0.280
501.032,-0.230
501.036,-0.140
501.040,-0.045
501.044,0.035
501.048,0.100
501.052,0.205
501.056,0.315
501.060,0.385
501.064,0.430
501.068,0.495
501.072,0.575
501.076,0.630
501.080,0.670
501.084,0.725
501.088,0.805
501.092,0.865
501.096,0.900
501.100,0.930
501.104,0.995
501.108,1.055
501.112,1.075
501.116,1.060
501.120,1.095
501.124,1.110
501.128,1.040
501.132,0.940
501.136,0.875
501.140,0.805
501.144,0.710
501.148,0.605
501.152,0.525
501.156,0.420
501.160,0.335
501.164,0.245
501.168,0.205
501.172,0.190
501.176,0.185
501.180,0.140
501.184,0.120
501.188,0.100
501.192,0.010
501.196,-0.135
501.200,-0.240
501.204,-0.320
501.208,-0.405
501.212,-0.480
501.216,-0.530
501.220,-0.530
501.224,-0.525
501.228,-0.575
501.232,-0.655
501.236,-0.655
501.240,-0.620
501.244,-0.600
501.248,-0.600
501.252,-0.570
501.256,-0.535
501.260,-0.520
501.264,-0.525
501.268,-0.485
501.272,-0.420
501.276,-0.365
501.280,-0.325
501.284,-0.260
501.288,-0.175
501.292,-0.110
501.296,-0.070
501.300,-0.025
501.304,0.080
501.308,0.175
501.312,0.250
501.316,0.300
501.320,0.380
501.324,0.445
501.328,0.485
501.332,0.530
501.336,0.630
501.340,0.725
501.344,0.790
501.348,0.830
501.352,0.915
501.356,0.995
501.360,1.050
501.364,1.065
501.368,1.120
501.372,1.180
501.376,1.180
501.380,1.155
501.384,1.145
501.388,1.120
501.392,1.040
501.396,0.910
501.400,0.780
501.404,0.670
501.408,0.575
501.412,0.440
501.416,0.300
501.420,0.200
501.424,0.135
501.428,0.040
501.432,-0.040
501.436,-0.035
501.440,-0.055
501.444,-0.095
501.448,-0.145
501.452,-0.130
501.456,-0.160
501.460,-0.265
501.464,-0.400
501.468,-0.520
501.472,-0.595
501.476,-0.660
501.480,-0.705
501.484,-0.720
501.488,-0.705
501.492,-0.710
501.496,-0.725
501.500,-0.740
501.504,-0.710
501.508,-0.670
501.512,-0.640
501.516,-0.615
501.520,-0.540
501.524,-0.460
501.528,-0.400
501.532,-0.360
501.536,-0.265
501.540,-0.185
501.544,-0.135
501.548,-0.105
501.552,0.000
501.556,0.105
501.560,0.175
501.564,0.210
501.568,0.280
501.572,0.360
501.576,0.420
501.580,0.450
501.584,0.510
501.588,0.600
501.592,0.675
501.596,0.750
501.600,0.835
501.604,0.950
501.608,1.040
501.612,1.100
501.616,1.155
501.620,1.220
501.624,1.275
501.628,1.290
501.632,1.295
501.636,1.350
501.640,1.415
501.644,1.435
501.648,1.405
501.652,1.410
501.656,1.375
501.660,1.260
501.664,1.085
501.668,0.975
501.672,0.880
501.676,0.780
501.680,0.655
501.684,0.535
501.688,0.435
501.692,0.325
501.696,0.210
501.700,0.125
501.704,0.075
501.708,-0.020
501.712,-0.130
501.716,-0.240
501.720,-0.280
501.724,-0.340
501.728,-0.445
501.732,-0.570
501.736,-0.655
501.740,-0.740
501.744,-0.810
501.748,-0.870
501.752,-0.875
501.756,-0.870
501.760,-0.885
501.764,-0.935
501.768,-0.930
501.772,-0.890
501.776,-0.865
501.780,-0.860
501.784,-0.800
501.788,-0.715
501.792,-0.640
501.796,-0.580
501.800,-0.505
501.804,-0.430
501.808,-0.365
501.812,-0.330
501.816,-0.275
501.820,-0.185
501.824,-0.090
501.828,-0.030
501.832,0.035
501.836,0.110
501.840,0.195
501.844,0.260
501.848,0.320
501.852,0.405
501.856,0.520
501.860,0.615
501.864,0.685
501.868,0.820
501.872,0.960
501.876,1.060
501.880,1.125
501.884,1.180
501.888,1.235
501.892,1.250
501.896,1.240
501.900,1.230
501.904,1.215
501.908,1.180
501.912,1.145
501.916,1.095
501.920,1.085
501.924,1.035
501.928,0.900
501.932,0.720
501.936,0.595
501.940,0.435
501.944,0.240
501.948,0.030
501.952,-0.105
501.956,-0.225
501.960,-0.365
501.964,-0.490
501.968,-0.510
501.972,-0.480
501.976,-0.395
501.980,-0.275
501.984,-0.170
501.988,-0.095
501.992,-0.100
501.996,-0.190
502.000,-0.300
502.004,-0.395
502.008,-0.475
502.012,-0.555
502.016,-0.640
502.020,-0.690
502.024,-0.735
502.028,-0.810
502.032,-0.865
502.036,-0.840
502.040,-0.800
502.044,-0.780
502.048,-0.765
502.052,-0.705
502.056,-0.625
502.060,-0.580
502.064,-0.560
502.068,-0.480
502.072,-0.390
502.076,-0.315
502.080,-0.265
502.084,-0.205
502.088,-0.120
502.092,-0.065
502.096,-0.015
502.100,0.060
502.104,0.170
502.108,0.260
502.112,0.325
502.116,0.370
502.120,0.465
502.124,0.560
502.128,0.660
502.132,0.760
502.136,0.920
502.140,1.040
502.144,1.120
502.148,1.165
502.152,1.260
502.156,1.340
502.160,1.400
502.164,1.405
502.168,1.455
502.172,1.505
502.176,1.510
502.180,1.460
502.184,1.425
502.188,1.400
502.192,1.335
502.196,1.245
502.200,1.150
502.204,1.055
502.208,0.965
502.212,0.845
502.216,0.680
502.220,0.550
502.224,0.410
502.228,0.245
502.232,0.100
502.236,-0.025
502.240,-0.130
502.244,-0.200
502.248,-0.260
502.252,-0.295
502.256,-0.315
502.260,-0.430
502.264,-0.565
502.268,-0.565
502.272,-0.515
502.276,-0.485
502.280,-0.495
502.284,-0.480
502.288,-0.480
502.292,-0.540
502.296,-0.600
502.300,-0.645
502.304,-0.675
502.308,-0.700
502.312,-0.715
502.316,-0.735
502.320,-0.705
502.324,-0.665
502.328,-0.655
502.332,-0.660
502.336,-0.615
502.340,-0.570
502.344,-0.535
502.348,-0.505
502.352,-0.430
502.356,-0.355
502.360,-0.295
502.364,-0.260
502.368,-0.180
502.372,-0.080
502.376,0.010
502.380,0.055
502.384,0.145
502.388,0.255
502.392,0.345
502.396,0.390
502.400,0.460
502.404,0.565
502.408,0.655
502.412,0.730
502.416,0.790
502.420,0.875
502.424,0.945
502.428,0.975
502.432,0.975
502.436,1.035
502.440,1.100
502.444,1.130
502.448,1.120
502.452,1.120
502.456,1.110
502.460,1.040
502.464,0.960
502.468,0.900
502.472,0.825
502.476,0.755
502.480,0.690
502.484,0.680
502.488,0.655
502.492,0.570
502.496,0.445
502.500,0.330
502.504,0.315
502.508,0.325
502.512,0.305
502.516,0.275
502.520,0.280
502.524,0.235
502.528,0.170
502.532,0.055
502.536,-0.070
502.540,-0.160
502.544,-0.220
502.548,-0.285
502.552,-0.320
502.556,-0.370
502.560,-0.460
502.564,-0.550
502.568,-0.565
502.572,-0.550
502.576,-0.580
502.580,-0.645
502.584,-0.650
502.588,-0.625
502.592,-0.630
502.596,-0.665
502.600,-0.660
502.604,-0.610
502.608,-0.575
502.612,-0.560
502.616,-0.540
502.620,-0.480
502.624,-0.405
502.628,-0.360
502.632,-0.320
502.636,-0.220
502.640,-0.130
502.644,-0.065
502.648,0.000
502.652,0.085
502.656,0.175
502.660,0.235
502.664,0.280
502.668,0.370
502.672,0.475
502.676,0.550
502.680,0.580
502.684,0.665
502.688,0.765
502.692,0.820
502.696,0.845
502.700,0.895
502.704,0.970
502.708,1.005
502.712,1.030
502.716,1.035
502.720,1.055
502.724,1.055
502.728,1.035
502.732,0.990
502.736,0.970
502.740,0.935
502.744,0.875
502.748,0.820
502.752,0.830
502.756,0.830
502.760,0.775
502.764,0.680
502.768,0.620
502.772,0.590
502.776,0.525
502.780,0.420
502.784,0.335
502.788,0.260
502.792,0.150
502.796,0.000
502.800,-0.175
502.804,-0.305
502.808,-0.405
502.812,-0.475
502.816,-0.525
502.820,-0.550
502.824,-0.590
502.828,-0.660
502.832,-0.715
502.836,-0.720
502.840,-0.740
502.844,-0.785
502.848,-0.820
502.852,-0.800
502.856,-0.770
502.860,-0.755
502.864,-0.760
502.868,-0.720
502.872,-0.680
502.876,-0.665
502.880,-0.645
502.884,-0.585
502.888,-0.480
502.892,-0.425
502.896,-0.385
502.900,-0.315
502.904,-0.220
502.908,-0.130
502.912,-0.065
502.916,0.010
502.920,0.125
502.924,0.220
502.928,0.275
502.932,0.315
502.936,0.410
502.940,0.505
502.944,0.585
502.948,0.640
502.952,0.730
502.956,0.815
502.960,0.855
502.964,0.865
502.968,0.895
502.972,0.945
502.976,0.945
502.980,0.925
502.984,0.950
502.988,0.980
502.992,0.990
502.996,0.960
503.000,0.935
503.004,0.900
503.008,0.825
503.012,0.770
503.016,0.750
503.020,0.730
503.024,0.680
503.028,0.555
503.032,0.395
503.036,0.255
503.040,0.180
503.044,0.110
503.048,0.005
503.052,-0.105
503.056,-0.225
503.060,-0.325
503.064,-0.405
503.068,-0.430
503.072,-0.475
503.076,-0.550
503.080,-0.665
503.084,-0.705
503.088,-0.685
503.092,-0.710
503.096,-0.750
503.100,-0.760
503.104,-0.720
503.108,-0.710
503.112,-0.710
503.116,-0.715
503.120,-0.665
503.124,-0.620
503.128,-0.610
503.132,-0.600
503.136,-0.540
503.140,-0.490
503.144,-0.450
503.148,-0.420
503.152,-0.335
503.156,-0.250
503.160,-0.180
503.164,-0.135
503.168,-0.030
503.172,0.085
503.176,0.165
503.180,0.220
503.184,0.325
503.188,0.455
503.192,0.565
503.196,0.645
503.200,0.740
503.204,0.860
503.208,0.950
503.212,1.010
503.216,1.075
503.220,1.170
503.224,1.255
